,question,answer,label,explanation
40,"If Layla scored 104 goals in four hockey games and Kristin scored 24 fewer goals in the same four games, calculate the average number of goals the two scored.","If Layla scored 104 goals in four hockey games and Kristin scored 24 fewer goals in the same four games, Kristin scored 104-24 = <<104-24=80>>80 goals.
The combined number of goals they scored is 80+104 = <<80+104=184>>184
The average number of goals they scored is 184/2 = <<184/2=92>>92
#### 92",92,"If Layla scored 104 goals in four hockey games and Kristin scored 24 fewer goals in the same four games, Kristin scored 104-24 = <<104-24=80>>80 goals.
The combined number of goals they scored is 80+104 = <<80+104=184>>184
The average number of goals they scored is 184/2 = <<184/2=92>>92
"
41,John's weight bench can support 1000 pounds.  He wants to make sure to stay 20% under that weight for safety.  If he weighs 250 pounds how much weight can he put on the bar?,"He wants to stay 1000*.2=<<1000*.2=200>>200 pounds under the max
So he wants to stay under 1000-200=<<1000-200=800>>800 pounds
That means he can put 800-250=<<800-250=550>>550 pounds on the bar
#### 550",550,"He wants to stay 1000*.2=<<1000*.2=200>>200 pounds under the max
So he wants to stay under 1000-200=<<1000-200=800>>800 pounds
That means he can put 800-250=<<800-250=550>>550 pounds on the bar
"
42,Marcy spends 12 minutes petting her cat and 1/3 of that time combing it. How many minutes does she spend with her cat in total?,"First find the time Marcy spends combing the cat: 12 minutes / 3 = <<12/3=4>>4 minutes
Then add that to the time spent petting the cat to find the total time she spends with it: 4 minutes + 12 minutes = <<4+12=16>>16 minutes
#### 16",16,"First find the time Marcy spends combing the cat: 12 minutes / 3 = <<12/3=4>>4 minutes
Then add that to the time spent petting the cat to find the total time she spends with it: 4 minutes + 12 minutes = <<4+12=16>>16 minutes
"
43,"Scott, Mary, and Ken committed to raising $4,000 for their local children’s cancer hospital. Right now, Mary’s collection is five times what Ken has, but three times Scott’s funds. If Ken has $600, by how much have the three exceeded their goal?","Mary has collected 5 * $600 = $<<5*600=3000>>3000
Scott therefore has $3000 / 3 = $<<3000/3=1000>>1000
All together, they have raised $3000 + $1000 + $600 = $<<3000+1000+600=4600>>4600
They have therefore exceeded their goal by $4600 - $4000 = $<<4600-4000=600>>600
#### 600",600,"Mary has collected 5 * $600 = $<<5*600=3000>>3000
Scott therefore has $3000 / 3 = $<<3000/3=1000>>1000
All together, they have raised $3000 + $1000 + $600 = $<<3000+1000+600=4600>>4600
They have therefore exceeded their goal by $4600 - $4000 = $<<4600-4000=600>>600
"
44,A water tank has a capacity of 4000 gallons. Mack connects a pipe to the tank that fills the tank with water at the rate of 10 gallons per hour. How long will it take to fill the tank to 3/4 of its capacity?,"3/4 of the water tank is 3/4*4000 = <<3/4*4000=3000>>3000
If the pipe fills the tank with water at the rate of 10 gallons per hour, it will take 3000/10 = <<3000/10=300>>300 hours to fill the tank to 3/4 of its capacity
#### 300",300,"3/4 of the water tank is 3/4*4000 = <<3/4*4000=3000>>3000
If the pipe fills the tank with water at the rate of 10 gallons per hour, it will take 3000/10 = <<3000/10=300>>300 hours to fill the tank to 3/4 of its capacity
"
45,"It takes Jennifer 20 minutes to groom each of her 2 long hair dachshunds.  If she grooms her dogs every day, how many hours does she spend grooming her dogs in 30 days?","She has 2 dogs and it takes 20 minutes to groom just 1 dog so it takes her 2*20 = <<2*20=40>>40 minutes per day to groom 2 dogs
In 30 days, she will have spent 30*40 = <<30*40=1200>>1,200 minutes grooming her dogs
There are 60 minutes in an hour so she spends 1200/60 = <<1200/60=20>>20 hours grooming her dogs
#### 20",20,"She has 2 dogs and it takes 20 minutes to groom just 1 dog so it takes her 2*20 = <<2*20=40>>40 minutes per day to groom 2 dogs
In 30 days, she will have spent 30*40 = <<30*40=1200>>1,200 minutes grooming her dogs
There are 60 minutes in an hour so she spends 1200/60 = <<1200/60=20>>20 hours grooming her dogs
"
46,Tom goes to a combined undergrad and Ph.D. program.  It takes 3 years to finish the BS and 5 years to finish the Ph.D.  Tom finishes it in 3/4ths the time.  How long does it take for him to finish?,"The program normally takes 3+5=<<3+5=8>>8 years
So he manages to finish in 8*3/4=<<8*3/4=6>>6 years
#### 6",6,"The program normally takes 3+5=<<3+5=8>>8 years
So he manages to finish in 8*3/4=<<8*3/4=6>>6 years
"
47,"An apple tree produced 200 apples in a particular season. The tree made 20% fewer fruits the following season, but the tree fruits production in the second season doubled during the third season. Calculate the total number of fruits the apple tree grew in the three seasons.","If the tree produced 200 apples in the first season, there were 20/100*200 = 40 fewer fruits in the second season.
The total production from the apple tree in the second season is 200-40 = <<200-40=160>>160
In the two seasons, the apple tree produced 160+200 = <<160+200=360>>360 fruits.
The apple tree doubled the number of fruits it produced in the third season, totaling 160*2 = <<160*2=320>>320.
In the three seasons, the apple tree produced 320+360 = <<320+360=680>>680 apples.
#### 680",680,"If the tree produced 200 apples in the first season, there were 20/100*200 = 40 fewer fruits in the second season.
The total production from the apple tree in the second season is 200-40 = <<200-40=160>>160
In the two seasons, the apple tree produced 160+200 = <<160+200=360>>360 fruits.
The apple tree doubled the number of fruits it produced in the third season, totaling 160*2 = <<160*2=320>>320.
In the three seasons, the apple tree produced 320+360 = <<320+360=680>>680 apples.
"
48,"Stuart is going on a cross-country trip and wants to find the fastest route. On one route the total distance is 1500 miles and the average speed is 75 MPH. On the second trip, the total distance is 750 but the average speed is 25 MPH. How long does his trip take if he goes on the fastest route?","The first route will take 20 hours because 1,500 / 75 = <<1500/75=20>>20
The second route will take 30 hours because 750 / 25 = <<750/25=30>>30
The fastest route takes 20 hours because 20 < 30
#### 20",20,"The first route will take 20 hours because 1,500 / 75 = <<1500/75=20>>20
The second route will take 30 hours because 750 / 25 = <<750/25=30>>30
The fastest route takes 20 hours because 20 < 30
"
49,"Ittymangnark and Kingnook are an Eskimo couple living in the most northern region of the Alaskan wilderness.  Together, they live with their child, Oomyapeck.  Every day Ittymangnark catches enough fish for the three of them to eat for the day and they split the fish equally between the three of them.  But after they have split the fish, they give Oomyapeck all of the eyes, who gives two of the eyes to his dog and eats the rest himself.  How many fish will each of them be given to eat if Oomyapeck eats 22 eyes in a day?","If the dog eats two eyes and Oomyapeck eats 22 eyes, then there are a total of 2+22=<<2+22=24>>24 eyes.
With 2 eyes per fish, 24 eyes represent 24/2=<<24/2=12>>12 fish.
If they split that number of fish equally amongst the three of them, then each of them will be given 12/3=<<12/3=4>>4 fish to eat.
#### 4",4,"If the dog eats two eyes and Oomyapeck eats 22 eyes, then there are a total of 2+22=<<2+22=24>>24 eyes.
With 2 eyes per fish, 24 eyes represent 24/2=<<24/2=12>>12 fish.
If they split that number of fish equally amongst the three of them, then each of them will be given 12/3=<<12/3=4>>4 fish to eat.
"
50,"Kim's dad would buy her 2 candy bars a week.  She would eat 1 candy bar every 4 weeks, saving the rest.  After 16 weeks, how many candy bars did Kim have saved?","Kim got 2 candy bars a week for 16 weeks so she got 2*16 = <<2*16=32>>32 candy bars
She would only eat 1 candy bar every 4 weeks so in 16 weeks she only ate 16/4 = <<16/4=4>>4 candy bars
She saved 32 candy bars and only ate 4 so she still has 32-4 = <<32-4=28>>28 candy bars
#### 28",28,"Kim got 2 candy bars a week for 16 weeks so she got 2*16 = <<2*16=32>>32 candy bars
She would only eat 1 candy bar every 4 weeks so in 16 weeks she only ate 16/4 = <<16/4=4>>4 candy bars
She saved 32 candy bars and only ate 4 so she still has 32-4 = <<32-4=28>>28 candy bars
"
51,"Of the 100 soccer balls that Nova went to inflate, 40 percent had holes in them and could not inflate, while 20% of the remaining balls were overinflated and exploded. How many balls were inflated successfully and could be used?","If 40% of the balls had holes in them and could not inflate, their number was 40/100*100= <<40/100*100=40>>40
The remaining balls that Nova could inflate were 100-40 = <<100-40=60>>60
While inflating, 20% of the good soccer balls were overinflated and exploded up, a total of 20/100*60 = <<20/100*60=12>>12
The number of soccer balls that inflated successfully and could be used is 60-12 = <<60-12=48>>48
#### 48",48,"If 40% of the balls had holes in them and could not inflate, their number was 40/100*100= <<40/100*100=40>>40
The remaining balls that Nova could inflate were 100-40 = <<100-40=60>>60
While inflating, 20% of the good soccer balls were overinflated and exploded up, a total of 20/100*60 = <<20/100*60=12>>12
The number of soccer balls that inflated successfully and could be used is 60-12 = <<60-12=48>>48
"
52,It takes 20 minutes for John to go to the bathroom 8 times.  How long would it take to go 6 times?,"He spends 20/8=<<20/8=2.5>>2.5 minutes each time he goes in
So it would take 2.5*6=<<2.5*6=15>>15 minutes to go 6 times
#### 15",15,"He spends 20/8=<<20/8=2.5>>2.5 minutes each time he goes in
So it would take 2.5*6=<<2.5*6=15>>15 minutes to go 6 times
"
53,"Dana normally drinks a 500 ml bottle of soda each day. Since the 500 ml bottles are currently out of stock at the store, she buys a 2-liter bottle of soda instead. If Dana continues to drink 500 ml of soda each day, how long will the 2-liter bottle of soda last? There are 1,000 ml in 1 liter.","There are 2*1,000 ml = <<2*1000=2000>>2,000 ml in a 2-liter bottle of soda.
A 2-liter bottle of soda lasts 2,000/500 = <<2000/500=4>>4 days.
#### 4",4,"There are 2*1,000 ml = <<2*1000=2000>>2,000 ml in a 2-liter bottle of soda.
A 2-liter bottle of soda lasts 2,000/500 = <<2000/500=4>>4 days.
"
54,"Jerry was asked by her mom to do grocery shopping. He needs to buy 2 liters of mustard oil that costs $13 per liter, 3 pounds of gluten-free penne pasta that costs $4 per pound, and 1  pound of pasta sauce that costs $5. If Jerry can keep the rest of the $50 after grocery shopping, how much money will he have?","The cost of 2 liters of mustard oil is $13 x 2 = $<<13*2=26>>26.
The cost of 3 pounds of gluten-free penne pasta is $4 x 3 = $<<3*4=12>>12.
So, Jerry spent a total of $26 + $12 + $5 = $<<26+12+5=43>>43 for grocery shopping.
Thus, Jerry will have $50 - $43 = $<<50-43=7>>7 for himself.
#### 7",7,"The cost of 2 liters of mustard oil is $13 x 2 = $<<13*2=26>>26.
The cost of 3 pounds of gluten-free penne pasta is $4 x 3 = $<<3*4=12>>12.
So, Jerry spent a total of $26 + $12 + $5 = $<<26+12+5=43>>43 for grocery shopping.
Thus, Jerry will have $50 - $43 = $<<50-43=7>>7 for himself.
"
55,Mandy is 3 years old. Her brother is 4 times as old as she is. Her sister is 5 years younger than her brother.  What is the age difference between Mandy and her sister?,"Mandy's brother's age is 3 years x 4 = <<3*4=12>>12 years old.
Her sister's age is 12 years - 5 years = <<12-5=7>>7 years old.
The age difference between Mandy and her sister is 7 years - 3 years = <<7-3=4>>4 years.
#### 4",4,"Mandy's brother's age is 3 years x 4 = <<3*4=12>>12 years old.
Her sister's age is 12 years - 5 years = <<12-5=7>>7 years old.
The age difference between Mandy and her sister is 7 years - 3 years = <<7-3=4>>4 years.
"
56,"A supermarket has pints of strawberries on sale. They sold 54 pints and made $216, which was $108 less than they would have made selling the same number of pints without the sale. How many more dollars does a pint of strawberries cost when not on sale?","On sale, a pint of strawberries costs 216 / 54 = $<<216/54=4>>4.
The supermarket would have made 216 + 108 = $<<216+108=324>>324 if the strawberries were not on sale.
Thus, a pint of strawberries not on sale costs 324 / 54 = $<<324/54=6>>6.
Hence, a pint of strawberries costs 6 - 4 = $<<6-4=2>>2 more when not on sale.
#### 2",2,"On sale, a pint of strawberries costs 216 / 54 = $<<216/54=4>>4.
The supermarket would have made 216 + 108 = $<<216+108=324>>324 if the strawberries were not on sale.
Thus, a pint of strawberries not on sale costs 324 / 54 = $<<324/54=6>>6.
Hence, a pint of strawberries costs 6 - 4 = $<<6-4=2>>2 more when not on sale.
"
57,"A Moroccan restaurant received 3 different shipments of couscous. The first two shipments of 7 and 13 pounds arrived on the same day. The next day's shipment was 45 pounds of couscous. If it takes 5 pounds of couscous to make a dish, how many dishes did the restaurant make?","The first two shipments of couscous added up to 7 + 13 = <<7+13=20>>20 pounds
Adding that weight to the next day’s shipment results in a total weight of 20 + 45 = <<20+45=65>>65 pounds
Since each dish takes 5 pounds, then the restaurant makes 65/5 = <<65/5=13>>13 dishes
#### 13",13,"The first two shipments of couscous added up to 7 + 13 = <<7+13=20>>20 pounds
Adding that weight to the next day’s shipment results in a total weight of 20 + 45 = <<20+45=65>>65 pounds
Since each dish takes 5 pounds, then the restaurant makes 65/5 = <<65/5=13>>13 dishes
"
58,"Charlotte is a dog walker and is creating a schedule for all of her clients this week. Each dog is walked separately. On Monday, she needs to walk 4 poodles and 2 Chihuahuas. On Tuesday, she walks the same amount of Chihuahuas but isn't sure how many poodles she should walk. On Wednesday, she walks 4 Labradors. It takes 2 hours to walk a poodle, 1 hour to walk a Chihuahua, and 3 hours to walk a Labrador. If she has time for a total of 32 hours spent in dog-walking this week, how many poodles can Charlotte walk on Tuesday?","On Monday, she spends 4 poodles * 2 hours = <<4*2=8>>8 hours walking poodles.
On Monday, she spends 2 Chihuahuas * 1 hour = <<2*1=2>>2 hours walking Chihuahuas.
On Tuesday, she spends 2 Chihuahuas * 1 hour = <<2*1=2>>2 hours walking Chihuahuas.
On Wednesday, she spends 4 Labradors * 3 hours = <<4*3=12>>12 hours walking Labradors.
Over the week, this is a total of 8 + 2 + 2 + 12 = <<8+2+2+12=24>>24 hours spent dog-walking.
This means she still has 32 maximum hours – 24 used hours = <<32-24=8>>8 hours available for dog-walking.
Therefore, she can walk 8 hours / 2 hours per poodle = <<8/2=4>>4 poodles on Tuesday.
#### 4",4,"On Monday, she spends 4 poodles * 2 hours = <<4*2=8>>8 hours walking poodles.
On Monday, she spends 2 Chihuahuas * 1 hour = <<2*1=2>>2 hours walking Chihuahuas.
On Tuesday, she spends 2 Chihuahuas * 1 hour = <<2*1=2>>2 hours walking Chihuahuas.
On Wednesday, she spends 4 Labradors * 3 hours = <<4*3=12>>12 hours walking Labradors.
Over the week, this is a total of 8 + 2 + 2 + 12 = <<8+2+2+12=24>>24 hours spent dog-walking.
This means she still has 32 maximum hours – 24 used hours = <<32-24=8>>8 hours available for dog-walking.
Therefore, she can walk 8 hours / 2 hours per poodle = <<8/2=4>>4 poodles on Tuesday.
"
